mythril.mythril.mythril_config [INFO]: Creating mythril data directory 
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 14
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 34
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 15
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 35
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 16
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 36
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 17
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 37
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 18
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 51
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLDATALOAD at 38
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 19
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 52
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 39
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 20
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 53
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 40
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 21
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 54
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 41
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 22
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 55
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 42
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 23
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 72
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 56
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 43
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 24
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 73
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 57
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 44
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 25
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 74
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 58
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 45
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 26
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 75
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLDATALOAD at 59
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 46
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 27
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 76
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 60
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 47
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 28
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 110
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 77
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 61
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 48
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 29
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 111
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 78
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 62
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 148
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 30
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 112
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 79
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 63
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 149
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 31
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 113
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLDATALOAD at 80
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 64
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 150
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 32
mythril.laser.ethereum.svm [DEBUG]: Encountered a VmException, ending path: `Skipping JUMP to invalid destination (not JUMPDEST): 2`
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 114
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 81
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 65
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 151
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 115
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 82
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 66
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 152
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 116
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 83
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 67
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 153
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 117
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 84
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 68
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP4 at 154
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLDATALOAD at 118
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 85
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 69
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 155
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 119
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 86
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 185
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 156
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 120
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 87
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 186
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 157
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 121
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 88
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 187
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 158
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 122
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 89
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 188
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 159
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 123
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 90
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 189
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 160
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 124
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 316
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 190
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 161
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 125
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 317
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 191
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 162
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 126
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 318
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLER at 192
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 163
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 127
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 319
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 193
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 164
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 128
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 320
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 194
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 165
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 348
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 321
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 195
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 166
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 349
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP4 at 322
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 196
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SHA3 at 167
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 350
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 323
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 197
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 168
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 351
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 324
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 198
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 169
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 352
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 325
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 199
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 170
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 353
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 326
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 200
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 171
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 354
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 327
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 201
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 172
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 355
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 328
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 202
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 173
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 356
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 329
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 203
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 174
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 357
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 330
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 204
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP3 at 175
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 358
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 331
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SHA3 at 205
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 176
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SHA3 at 359
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 332
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 206
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 177
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 360
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 333
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 207
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 178
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 361
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 334
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 208
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 179
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 362
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SHA3 at 335
mythril.laser.ethereum.instructions [DEBUG]: Evaluating LT at 209
mythril.analysis.module.base [DEBUG]: Entering analysis module: ArbitraryStorage
mythril.analysis.module.base [DEBUG]: Exiting analysis module: ArbitraryStorage
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Entering analysis module: StateChangeAfterCall
mythril.analysis.module.base [DEBUG]: Exiting analysis module: StateChangeAfterCall
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SSTORE at 180
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 363
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 336
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 210
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 181
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 364
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 337
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 211
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 182
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 365
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 338
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 212
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 183
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 366
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 339
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 213
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 184
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 367
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 340
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLER at 214
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 311
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 49
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 129
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 341
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 215
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 312
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Entering analysis module: UncheckedRetval
mythril.analysis.module.base [DEBUG]: Exiting analysis module: UncheckedRetval
mythril.laser.ethereum.instructions [DEBUG]: Evaluating STOP at 50
mythril.laser.ethereum.svm [DEBUG]: Ending transaction MessageCallTransaction 1 from sender_1 to                                        0x0.
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 130
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 342
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 216
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 313
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 131
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 343
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 217
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 314
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 132
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 344
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 218
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 315
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 133
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 345
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 219
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 70
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 134
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 346
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 220
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Entering analysis module: UncheckedRetval
mythril.analysis.module.base [DEBUG]: Exiting analysis module: UncheckedRetval
mythril.laser.ethereum.instructions [DEBUG]: Evaluating STOP at 71
mythril.laser.ethereum.svm [DEBUG]: Ending transaction MessageCallTransaction 1 from sender_1 to                                        0x0.
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 135
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 347
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 221
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 136
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 91
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 222
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 137
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 92
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 223
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 138
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 93
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 224
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 139
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 94
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 225
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 140
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 95
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 226
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 141
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 96
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP4 at 227
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 142
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 97
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SUB at 228
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 143
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 98
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 229
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 144
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
