mythril.mythril.mythril_config [INFO]: Creating mythril data directory 
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 14
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 29
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 15
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 30
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 16
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 31
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 17
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 32
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 18
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 41
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 33
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 19
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 42
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 34
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 20
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 43
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 35
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 21
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 44
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 36
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 22
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 45
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 37
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 23
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 54
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 46
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 38
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 24
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 55
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 47
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 92
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 25
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 56
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 48
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 93
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 26
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 57
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 49
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 94
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 27
mythril.laser.ethereum.svm [DEBUG]: Encountered a VmException, ending path: `Skipping JUMP to invalid destination (not JUMPDEST): 2`
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 58
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 50
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 95
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 59
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 51
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 96
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 60
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 178
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 97
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 61
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 179
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLER at 98
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLDATALOAD at 62
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 180
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 99
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 63
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 181
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 100
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 64
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 182
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 101
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 65
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 183
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 102
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 66
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLER at 184
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 103
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 67
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 185
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 104
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 68
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 186
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 105
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 69
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 187
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 106
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 70
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 188
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 107
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 71
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 189
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 108
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 72
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 190
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 109
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 214
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 191
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 110
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 215
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 192
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SHA3 at 111
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 216
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 193
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 112
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 217
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 194
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 113
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 218
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 195
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 114
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 219
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 196
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 115
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP4 at 220
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SHA3 at 197
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 116
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 221
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 198
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLER at 117
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 222
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 199
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 118
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 223
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 200
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 119
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 224
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 201
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 120
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 225
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 202
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 121
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 226
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 203
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 122
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 227
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 204
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 123
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 228
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP3 at 205
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 124
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 229
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 206
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 125
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 230
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 207
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 126
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 231
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 208
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 127
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 232
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 209
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 128
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SHA3 at 233
mythril.analysis.module.base [DEBUG]: Entering analysis module: ArbitraryStorage
mythril.analysis.module.base [DEBUG]: Exiting analysis module: ArbitraryStorage
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Entering analysis module: StateChangeAfterCall
mythril.analysis.module.base [DEBUG]: Exiting analysis module: StateChangeAfterCall
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SSTORE at 210
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 129
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 234
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 211
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP4 at 130
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 235
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 212
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SUB at 131
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 236
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 213
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 132
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 237
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 52
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP6 at 133
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 238
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Entering analysis module: UncheckedRetval
mythril.analysis.module.base [DEBUG]: Exiting analysis module: UncheckedRetval
mythril.laser.ethereum.instructions [DEBUG]: Evaluating STOP at 53
mythril.laser.ethereum.svm [DEBUG]: Ending transaction MessageCallTransaction 1 from sender_1 to                                        0x0.
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP8 at 134
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 239
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 135
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 240
mythril.laser.ethereum.instructions [DEBUG]: Evaluating GAS at 136
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 241
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SUB at 137
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 242
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Entering analysis module: StateChangeAfterCall
mythril.analysis.module.base [DEBUG]: Exiting analysis module: StateChangeAfterCall
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALL at 138
mythril.laser.ethereum.call [DEBUG]: Symbolic call encountered
mythril.laser.ethereum.call [DEBUG]: CALL to: Concat(0, Extract(159, 0, sender_1))
mythril.laser.ethereum.instructions [DEBUG]: The call is related to ether transfer between accounts
mythril.analysis.module.base [DEBUG]: Entering analysis module: EtherThief
mythril.analysis.module.base [DEBUG]: Exiting analysis module: EtherThief
mythril.analysis.module.base [DEBUG]: Entering analysis module: UncheckedRetval
mythril.analysis.module.modules.unchecked_retval [DEBUG]: End of call, extracting retval
mythril.analysis.module.base [DEBUG]: Exiting analysis module: UncheckedRetval
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 243
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP3 at 139
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 244
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 140
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 245
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 141
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 73
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 142
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 74
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 143
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 75
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 144
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 76
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 145
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 77
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 146
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 78
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 147
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 149
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 79
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 148
mythril.laser.ethereum.svm [DEBUG]: Encountered a VmException, ending path: `Skipping JUMP to invalid destination (not JUMPDEST): 2`
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 150
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 80
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 151
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 81
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 152
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 82
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 153
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 83
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 154
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 84
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLER at 155
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 85
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 156
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 86
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 157
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 87
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 158
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 88
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 159
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SUB at 89
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 160
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 90
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 161
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Entering analysis module: UncheckedRetval
mythril.analysis.module.base [DEBUG]: Exiting analysis module: UncheckedRetval
mythril.laser.ethereum.instructions [DEBUG]: Evaluating RETURN at 91
mythril.laser.ethereum.svm [DEBUG]: Ending transaction MessageCallTransaction 1 from sender_1 to                                        0x0.
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 162
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 163
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 164
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 165
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 166
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 167
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SHA3 at 168
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 169
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 170
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 171
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 172
mythril.analysis.module.base [DEBUG]: Entering analysis module: ArbitraryStorage
mythril.analysis.module.base [DEBUG]: Exiting analysis module: ArbitraryStorage
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Entering analysis module: StateChangeAfterCall
root [DEBUG]: [EXTERNAL_CALLS] Detected state changes at addresses: 337
mythril.analysis.module.base [DEBUG]: Exiting analysis module: StateChangeAfterCall
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SSTORE at 173
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 174
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 175
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 176
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 177
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 39
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Entering analysis module: UncheckedRetval
mythril.analysis.module.base [DEBUG]: Exiting analysis module: UncheckedRetval
mythril.laser.ethereum.instructions [DEBUG]: Evaluating STOP at 40
mythril.laser.ethereum.svm [DEBUG]: Ending transaction MessageCallTransaction 1 from sender_1 to                                        0x0.
mythril.laser.plugin.plugins.coverage.coverage_plugin [INFO]: Number of new instructions covered in tx 0: 246
mythril.laser.ethereum.svm [INFO]: Starting message call transaction, iteration: 1, 2 initial states
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 0
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 0
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1
