mythril.mythril.mythril_config [INFO]: Creating mythril data directory 
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 87
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DIV at 11
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 88
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 12
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 89
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 13
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 90
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 14
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 91
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 15
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 92
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 16
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 93
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 17
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 100
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 614
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 18
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 101
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 615
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 19
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 102
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 616
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 20
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 103
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 617
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 21
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 104
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 618
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 22
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 132
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 105
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 619
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 23
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 133
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 106
mythril.laser.ethereum.instructions [DEBUG]: Evaluating TIMESTAMP at 620
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 24
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 134
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 107
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 621
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 25
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 135
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 108
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 622
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 26
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 136
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 109
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 623
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 27
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 164
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 137
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 110
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 624
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 28
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 165
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 138
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 1880
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 625
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 29
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 166
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 139
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1881
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 626
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 30
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 167
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 140
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1882
mythril.laser.ethereum.instructions [DEBUG]: Evaluating LT at 627
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 31
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 168
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 141
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1883
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 628
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 32
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 196
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 169
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 142
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 1884
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 629
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 33
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 197
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 170
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 1894
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1885
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 630
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 34
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 198
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 171
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1895
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 1886
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLER at 631
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 1125
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 35
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 199
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 172
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1896
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EXP at 1887
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 632
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH8 at 1126
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 36
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 200
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 173
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1897
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1888
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 633
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 1127
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 37
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 226
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 201
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 174
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 1898
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DIV at 1889
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 634
mythril.laser.ethereum.instructions [DEBUG]: Evaluating LT at 1128
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 38
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 227
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 202
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 1908
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1899
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 1890
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 635
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 1129
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 39
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 228
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 203
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1909
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 1900
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 1891
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 636
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 1130
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 40
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 229
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 204
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1910
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EXP at 1901
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 1892
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 637
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 1131
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 41
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 230
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 205
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1911
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1902
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 1893
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 638
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 1132
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 42
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 247
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 231
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 206
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 1912
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DIV at 1903
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 111
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MUL at 639
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 1834
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 43
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 248
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 232
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 1922
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1913
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1904
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 112
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 640
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLER at 1835
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 44
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 249
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 233
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1923
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 1914
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 1905
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 113
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 641
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 1836
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 45
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 250
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLDATALOAD at 234
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1924
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EXP at 1915
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 1906
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 114
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 642
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 1837
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 46
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 251
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 235
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 1925
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1916
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 1907
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 115
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 643
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 1838
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 47
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 260
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 252
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 236
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 1926
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DIV at 1917
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 143
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 116
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 644
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 1839
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 48
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 261
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 253
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 237
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 1927
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 1918
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 144
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 117
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 645
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1840
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 49
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 262
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 254
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 238
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 1928
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 1919
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 145
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 118
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 646
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 1841
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 50
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 263
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 255
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 239
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 207
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 1920
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 146
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 119
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 647
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 1842
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 51
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 264
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 256
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 240
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 208
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 1921
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP3 at 147
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 120
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MLOAD at 648
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MUL at 1843
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 52
